2026-09-06T15:06:35Z | 5b028aef | 7508 | CLEAN | obsidian-vault-kali/Clippings/Runtimes, frameworks, and harnesses.md | 
2026-09-06T15:06:35Z | eb5c6673 | 8754 | CLEAN | obsidian-vault-kali/Clippings/How to Build a Custom Agent Harness.md | 
2026-09-06T15:06:35Z | cabae746 | 24752 | SUSPICIOUS | obsidian-vault-kali/Clippings/You NEED Meshtastic in Your Bug-Out Bag A Veteran’s Perspective on Emergency Communication.md | inj-heuristic: print
2026-09-06T15:06:35Z | 5e93f176 | 13722 | CLEAN | obsidian-vault-kali/Clippings/The Anatomy of an Agent Harness.md | 
2026-09-06T15:06:35Z | 2169c494 | 10969 | CLEAN | obsidian-vault-kali/Clippings/Improving Deep Agents with harness engineering.md | 
2026-09-06T15:06:35Z | 117055a4 | 10605 | CLEAN | obsidian-vault-kali/Clippings/cecil-taylor-unit-structures.md | 
2026-09-06T15:06:35Z | c4205f49 | 5412 | CLEAN | obsidian-vault-kali/Clippings/MAI-Transcribe-2 is the fastest, most accurate and cheapest speech recognition model in the world.md | 
2026-09-06T15:06:35Z | 72f628ec | 11764 | CLEAN | obsidian-vault-kali/Clippings/miles-davis-kind-of-blue.md | 
2026-09-06T15:06:35Z | f9e1284b | 55429 | SUSPICIOUS | obsidian-vault-kali/Clippings/From safety research prompt to cross-model universal jailbreak.md | inj-heuristic: print
2026-09-06T15:06:35Z | e57d453e | 5852 | CLEAN | obsidian-vault-kali/Clippings/At-Home Cyberwar A Guide to Deauthentication Attacks.md | 
2026-09-06T15:06:35Z | ed8c1e1a | 7211 | CLEAN | obsidian-vault-kali/Clippings/quincy-jones-walking-in-space.md | 
2026-09-06T15:06:35Z | 6525703d | 14423 | CLEAN | obsidian-vault-kali/Clippings/AI, tools and transformation.md | 
2026-09-06T15:06:35Z | 030bd524 | 4037 | SUSPICIOUS | obsidian-vault-kali/Clippings/Community Resilience Guide for a Cyber-Induced Infrastructure Collapse.md | inj-heuristic: print
2026-09-06T15:06:35Z | 9abbf7ae | 3933 | CLEAN | obsidian-vault-kali/Clippings/Deep Agents Open Source Agent Harness.md | 
2026-09-06T15:06:35Z | 2db6702a | 12225 | CLEAN | obsidian-vault-kali/Clippings/Your harness, your memory.md | 
2026-09-06T15:06:35Z | aa5b264f | 6183 | CLEAN | obsidian-vault-kali/Clippings/API Documentation.md | 
2026-09-06T15:06:54Z | 5b028aef | 7508 | CLEAN | obsidian-vault-kali/Clippings/Runtimes, frameworks, and harnesses.md | 
2026-09-06T15:06:54Z | eb5c6673 | 8754 | CLEAN | obsidian-vault-kali/Clippings/How to Build a Custom Agent Harness.md | 
2026-09-06T15:06:54Z | cabae746 | 24752 | CLEAN | obsidian-vault-kali/Clippings/You NEED Meshtastic in Your Bug-Out Bag A Veteran’s Perspective on Emergency Communication.md | 
2026-09-06T15:06:54Z | 5e93f176 | 13722 | CLEAN | obsidian-vault-kali/Clippings/The Anatomy of an Agent Harness.md | 
2026-09-06T15:06:54Z | 2169c494 | 10969 | CLEAN | obsidian-vault-kali/Clippings/Improving Deep Agents with harness engineering.md | 
2026-09-06T15:06:54Z | 117055a4 | 10605 | CLEAN | obsidian-vault-kali/Clippings/cecil-taylor-unit-structures.md | 
2026-09-06T15:06:54Z | c4205f49 | 5412 | CLEAN | obsidian-vault-kali/Clippings/MAI-Transcribe-2 is the fastest, most accurate and cheapest speech recognition model in the world.md | 
2026-09-06T15:06:55Z | 72f628ec | 11764 | CLEAN | obsidian-vault-kali/Clippings/miles-davis-kind-of-blue.md | 
2026-09-06T15:06:55Z | f9e1284b | 55429 | CLEAN | obsidian-vault-kali/Clippings/From safety research prompt to cross-model universal jailbreak.md | 
2026-09-06T15:06:55Z | e57d453e | 5852 | CLEAN | obsidian-vault-kali/Clippings/At-Home Cyberwar A Guide to Deauthentication Attacks.md | 
2026-09-06T15:06:55Z | ed8c1e1a | 7211 | CLEAN | obsidian-vault-kali/Clippings/quincy-jones-walking-in-space.md | 
2026-09-06T15:06:55Z | 6525703d | 14423 | CLEAN | obsidian-vault-kali/Clippings/AI, tools and transformation.md | 
2026-09-06T15:06:55Z | 030bd524 | 4037 | CLEAN | obsidian-vault-kali/Clippings/Community Resilience Guide for a Cyber-Induced Infrastructure Collapse.md | 
2026-09-06T15:06:55Z | 9abbf7ae | 3933 | CLEAN | obsidian-vault-kali/Clippings/Deep Agents Open Source Agent Harness.md | 
2026-09-06T15:06:55Z | 2db6702a | 12225 | CLEAN | obsidian-vault-kali/Clippings/Your harness, your memory.md | 
2026-09-06T15:06:55Z | aa5b264f | 6183 | CLEAN | obsidian-vault-kali/Clippings/API Documentation.md | 
2026-09-06T16:27:40Z | e838744a | 327 | CLEAN | /tmp/userbase-staging/LICENSE-NOTE.md | 
2026-09-06T16:27:40Z | fbb8db8a | 2182 | CLEAN | /tmp/userbase-staging/zoom.html.md | 
2026-09-06T16:27:40Z | 6448b722 | 1323 | CLEAN | /tmp/userbase-staging/xfadeIn.html.md | 
2026-09-06T16:27:40Z | 36c0b398 | 1303 | CLEAN | /tmp/userbase-staging/xfade.html.md | 
2026-09-06T16:27:40Z | 9d68120f | 2317 | CLEAN | /tmp/userbase-staging/within.html.md | 
2026-09-06T16:27:40Z | fdbba4f3 | 2291 | CLEAN | /tmp/userbase-staging/while.html.md | 
2026-09-06T16:27:40Z | a5d835de | 2154 | CLEAN | /tmp/userbase-staging/whenmod.html.md | 
2026-09-06T16:27:40Z | 5d40d985 | 2105 | CLEAN | /tmp/userbase-staging/when.html.md | 
2026-09-06T16:27:40Z | 7c91a910 | 2012 | CLEAN | /tmp/userbase-staging/wedge.html.md | 
2026-09-06T16:27:40Z | f978c63f | 3211 | CLEAN | /tmp/userbase-staging/weaveWith.html.md | 
2026-09-06T16:27:41Z | 42620373 | 3104 | CLEAN | /tmp/userbase-staging/weave.html.md | 
2026-09-06T16:27:41Z | a48bf73b | 3192 | CLEAN | /tmp/userbase-staging/wchooseBy.html.md | 
2026-09-06T16:27:41Z | db6229c5 | 1913 | CLEAN | /tmp/userbase-staging/waveloss.html.md | 
2026-09-06T16:27:41Z | 3388b814 | 1313 | CLEAN | /tmp/userbase-staging/washIn.html.md | 
2026-09-06T16:27:41Z | 5e9fff21 | 1293 | CLEAN | /tmp/userbase-staging/wash.html.md | 
2026-09-06T16:27:41Z | 1e8e8e6d | 1303 | CLEAN | /tmp/userbase-staging/waitT.html.md | 
2026-09-06T16:27:41Z | 28a4baa2 | 1293 | CLEAN | /tmp/userbase-staging/wait.html.md | 
2026-09-06T16:27:41Z | 33e0bfde | 1909 | CLEAN | /tmp/userbase-staging/vowel.html.md | 
2026-09-06T16:27:41Z | 55c93e00 | 4613 | CLEAN | /tmp/userbase-staging/ur.html.md | 
2026-09-06T16:27:41Z | 73671563 | 2047 | CLEAN | /tmp/userbase-staging/trunc.html.md | 
2026-09-06T16:27:41Z | 7b977d5c | 2980 | CLEAN | /tmp/userbase-staging/trigger.html.md | 
2026-09-06T16:27:41Z | 7f64a076 | 3809 | CLEAN | /tmp/userbase-staging/toScale.html.md | 
2026-09-06T16:27:41Z | b98944bb | 2320 | CLEAN | /tmp/userbase-staging/swingBy.html.md | 
2026-09-06T16:27:41Z | 4d626167 | 2381 | CLEAN | /tmp/userbase-staging/swing.html.md | 
2026-09-06T16:27:41Z | ffa53514 | 2477 | CLEAN | /tmp/userbase-staging/superimpose.html.md | 
2026-09-06T16:27:41Z | d0ddc414 | 2974 | CLEAN | /tmp/userbase-staging/stutWith.html.md | 
2026-09-06T16:27:41Z | 3b7e30fa | 2871 | CLEAN | /tmp/userbase-staging/stut.html.md | 
2026-09-06T16:27:41Z | bc4afc62 | 2856 | CLEAN | /tmp/userbase-staging/struct.html.md | 
2026-09-06T16:27:41Z | ebcc5e74 | 2734 | CLEAN | /tmp/userbase-staging/stripe.html.md | 
2026-09-06T16:27:41Z | ab635979 | 3550 | CLEAN | /tmp/userbase-staging/striateBy.html.md | 
2026-09-06T16:27:41Z | bd0f4223 | 3449 | CLEAN | /tmp/userbase-staging/striate.html.md | 
2026-09-06T16:27:42Z | d93d62d9 | 2056 | CLEAN | /tmp/userbase-staging/stitch.html.md | 
2026-09-06T16:27:42Z | fd3ef488 | 2732 | CLEAN | /tmp/userbase-staging/stack.html.md | 
2026-09-06T16:27:42Z | 10ed1f3b | 1944 | CLEAN | /tmp/userbase-staging/squiz.html.md | 
2026-09-06T16:27:42Z | 43b3f4f3 | 1783 | CLEAN | /tmp/userbase-staging/squeeze.html.md | 
2026-09-06T16:27:42Z | d11a060b | 5574 | CLEAN | /tmp/userbase-staging/square.html.md | 
2026-09-06T16:27:42Z | b3a8e888 | 3615 | CLEAN | /tmp/userbase-staging/spreadChoose.html.md | 
2026-09-06T16:27:42Z | 93a3e781 | 3490 | CLEAN | /tmp/userbase-staging/spread.html.md | 
2026-09-06T16:27:42Z | 23ae8f9e | 2013 | CLEAN | /tmp/userbase-staging/spin.html.md | 
2026-09-06T16:27:42Z | de881f03 | 2493 | CLEAN | /tmp/userbase-staging/speed.html.md | 
2026-09-06T16:27:42Z | 710cbd0c | 1925 | CLEAN | /tmp/userbase-staging/sound.html.md | 
2026-09-06T16:27:42Z | c64f1db4 | 2529 | CLEAN | /tmp/userbase-staging/sometimesBy.html.md | 
2026-09-06T16:27:42Z | 65fa3336 | 2444 | CLEAN | /tmp/userbase-staging/sometimes.html.md | 
2026-09-06T16:27:42Z | 5b391263 | 2319 | CLEAN | /tmp/userbase-staging/someCyclesBy.html.md | 
2026-09-06T16:27:42Z | 7bec21a2 | 2206 | CLEAN | /tmp/userbase-staging/someCycles.html.md | 
2026-09-06T16:27:42Z | b4ab3175 | 2309 | CLEAN | /tmp/userbase-staging/soak.html.md | 
2026-09-06T16:27:42Z | d8df2818 | 2766 | CLEAN | /tmp/userbase-staging/snowball.html.md | 
2026-09-06T16:27:42Z | 70aba050 | 2389 | CLEAN | /tmp/userbase-staging/smooth.html.md | 
2026-09-06T16:27:42Z | 69923f77 | 2429 | CLEAN | /tmp/userbase-staging/smash.html.md | 
2026-09-06T16:27:42Z | 25d98f77 | 2845 | CLEAN | /tmp/userbase-staging/slowstripe.html.md | 
2026-09-06T16:27:42Z | 9829bb3d | 3346 | CLEAN | /tmp/userbase-staging/slowcat.html.md | 
2026-09-06T16:27:42Z | 68d0daf3 | 1930 | CLEAN | /tmp/userbase-staging/size.html.md | 
2026-09-06T16:27:43Z | d947b21c | 5540 | CLEAN | /tmp/userbase-staging/sine.html.md | 
2026-09-06T16:27:43Z | 25fcfa31 | 1976 | CLEAN | /tmp/userbase-staging/silence.html.md | 
2026-09-06T16:27:43Z | 5b3e915d | 1907 | CLEAN | /tmp/userbase-staging/sig.html.md | 
2026-09-06T16:27:43Z | cdc0a0a3 | 2211 | CLEAN | /tmp/userbase-staging/shuffle.html.md | 
2026-09-06T16:27:43Z | 4d75b431 | 1915 | CLEAN | /tmp/userbase-staging/shape.html.md | 
2026-09-06T16:27:43Z | 5bd2cca7 | 2329 | CLEAN | /tmp/userbase-staging/sew.html.md | 
2026-09-06T16:27:43Z | 090c1105 | 3237 | CLEAN | /tmp/userbase-staging/seqP.html.md | 
2026-09-06T16:27:43Z | 495a9292 | 1822 | CLEAN | /tmp/userbase-staging/selectF.html.md | 
2026-09-06T16:27:43Z | c505aae6 | 1787 | CLEAN | /tmp/userbase-staging/select.html.md | 
2026-09-06T16:27:43Z | 77a3371c | 2228 | CLEAN | /tmp/userbase-staging/segment.html.md | 
2026-09-06T16:27:43Z | d9b64f8b | 2196 | CLEAN | /tmp/userbase-staging/scramble.html.md | 
2026-09-06T16:27:43Z | 4ad14a30 | 2244 | CLEAN | /tmp/userbase-staging/scan.html.md | 
2026-09-06T16:27:43Z | 6c191475 | 3716 | CLEAN | /tmp/userbase-staging/scale.html.md | 
2026-09-06T16:27:43Z | a355bd41 | 5523 | CLEAN | /tmp/userbase-staging/saw.html.md | 
2026-09-06T16:27:43Z | c3d43e4f | 2166 | CLEAN | /tmp/userbase-staging/run.html.md | 
2026-09-06T16:27:43Z | 9bbab242 | 2089 | CLEAN | /tmp/userbase-staging/room.html.md | 
2026-09-06T16:27:43Z | 769d9d9e | 1981 | CLEAN | /tmp/userbase-staging/rev.html.md | 
2026-09-06T16:27:43Z | ce315b7d | 1936 | CLEAN | /tmp/userbase-staging/resonance.html.md | 
2026-09-06T16:27:43Z | 9d9d2bf3 | 1858 | CLEAN | /tmp/userbase-staging/repeatCycles.html.md | 
2026-09-06T16:27:43Z | b9abfd1d | 1886 | CLEAN | /tmp/userbase-staging/release.html.md | 
2026-09-06T16:27:43Z | 24a9b9a8 | 2504 | CLEAN | /tmp/userbase-staging/rarely.html.md | 
2026-09-06T16:27:43Z | 12ead4dc | 2692 | CLEAN | /tmp/userbase-staging/rangex.html.md | 
2026-09-06T16:27:44Z | 228cc7a7 | 2606 | CLEAN | /tmp/userbase-staging/range.html.md | 
2026-09-06T16:27:44Z | 729889e5 | 1931 | CLEAN | /tmp/userbase-staging/randcat.html.md | 
2026-09-06T16:27:44Z | 3d5078f9 | 2385 | CLEAN | /tmp/userbase-staging/rand.html.md | 
2026-09-06T16:27:44Z | 1a1385ca | 2445 | CLEAN | /tmp/userbase-staging/quantise.html.md | 
2026-09-06T16:27:44Z | 268f7945 | 2230 | CLEAN | /tmp/userbase-staging/press.html.md | 
2026-09-06T16:27:44Z | 1ad59491 | 1757 | CLEAN | /tmp/userbase-staging/ply.html.md | 
2026-09-06T16:27:44Z | ef3c57a0 | 1792 | CLEAN | /tmp/userbase-staging/pickF.html.md | 
2026-09-06T16:27:44Z | 0e5e50de | 2888 | CLEAN | /tmp/userbase-staging/perlin.html.md | 
2026-09-06T16:27:44Z | 869ad9f8 | 2011 | CLEAN | /tmp/userbase-staging/pan.html.md | 
2026-09-06T16:27:44Z | 86237311 | 2150 | CLEAN | /tmp/userbase-staging/palindrome.html.md | 
2026-09-06T16:27:44Z | ba54c297 | 2878 | CLEAN | /tmp/userbase-staging/overlay_(operator).html.md | 
2026-09-06T16:27:44Z | f630f847 | 2825 | CLEAN | /tmp/userbase-staging/overlay.html.md | 
2026-09-06T16:27:44Z | aabfce6c | 3408 | CLEAN | /tmp/userbase-staging/outside.html.md | 
2026-09-06T16:27:44Z | 9d9beec2 | 2614 | CLEAN | /tmp/userbase-staging/orbit.html.md | 
2026-09-06T16:27:44Z | ca329102 | 2499 | CLEAN | /tmp/userbase-staging/often.html.md | 
2026-09-06T16:27:44Z | 5dad1496 | 2432 | CLEAN | /tmp/userbase-staging/off.html.md | 
